Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, 线缆伪装板 - Ash Block
appliedenergistics2:facade:0, 线缆伪装板 - Ash Block
appliedenergistics2:facade:0, 线缆伪装板 - Ash Block
appliedenergistics2:facade:0, 线缆伪装板 - 壤土
appliedenergistics2:facade:0, 线缆伪装板 - Greenhouse Block
appliedenergistics2:facade:0, 线缆伪装板 - 温室能量分配器
appliedenergistics2:facade:0, 线缆伪装板 - 温室控制器
appliedenergistics2:facade:0, 线缆伪装板 - 温室屏幕
appliedenergistics2:facade:0, 线缆伪装板 - 温室湿度控制器
appliedenergistics2:facade:0, 线缆伪装板 - 温室加热器
appliedenergistics2:facade:0, 线缆伪装板 - 温室风扇
appliedenergistics2:facade:0, 线缆伪装板 - 温室加湿器
appliedenergistics2:facade:0, 线缆伪装板 - 温室除湿器
appliedenergistics2:facade:0, 线缆伪装板 - 落叶树原木
appliedenergistics2:facade:0, 线缆伪装板 - 柚树原木
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢树原木
appliedenergistics2:facade:0, 线缆伪装板 - 酸橙树原木
appliedenergistics2:facade:0, 线缆伪装板 - 栗树原木
appliedenergistics2:facade:0, 线缆伪装板 - 崖豆树原木
appliedenergistics2:facade:0, 线缆伪装板 - 猴面包树原木
appliedenergistics2:facade:0, 线缆伪装板 - 红杉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 木棉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 乌檀树原木
appliedenergistics2:facade:0, 线缆伪装板 - 桃心树原木
appliedenergistics2:facade:0, 线缆伪装板 - 巴尔杉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 柳树原木
appliedenergistics2:facade:0, 线缆伪装板 - 胡桃树原木
appliedenergistics2:facade:0, 线缆伪装板 - 绿樟树原木
appliedenergistics2:facade:0, 线缆伪装板 - 樱树原木
appliedenergistics2:facade:0, 线缆伪装板 - 高槿树原木
appliedenergistics2:facade:0, 线缆伪装板 - 白杨树原木
appliedenergistics2:facade:0, 线缆伪装板 - 棕榈树原木
appliedenergistics2:facade:0, 线缆伪装板 - 木瓜树原木
appliedenergistics2:facade:0, 线缆伪装板 - 松树原木
appliedenergistics2:facade:0, 线缆伪装板 - 李子树原木
appliedenergistics2:facade:0, 线缆伪装板 - 枫树原木
appliedenergistics2:facade:0, 线缆伪装板 - 柑橘树原木
appliedenergistics2:facade:0, 线缆伪装板 - 巨杉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 重蚁树原木
appliedenergistics2:facade:0, 线缆伪装板 - 紫檀树原木
appliedenergistics2:facade:0, 线缆伪装板 - 黄檀树原木
appliedenergistics2:facade:0, 线缆伪装板 - 斑木树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃落叶树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃柚树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃金合欢树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃酸橙树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃栗树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃崖豆树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃猴面包树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃红杉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃木棉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃乌檀树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃桃心树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃巴尔杉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃柳树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃胡桃树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃绿樟树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃樱树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃高槿树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃白杨树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃棕榈树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃木瓜树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃松树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃李子树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃枫树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃柑橘树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃巨杉树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃重蚁树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃紫檀树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃黄檀树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃斑木树原木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃橡木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃云杉木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃白桦木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃丛林木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃金合欢木
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃深色橡木
appliedenergistics2:facade:0, 线缆伪装板 - 落叶树木板
appliedenergistics2:facade:0, 线缆伪装板 - 柚树木板
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢树木板
appliedenergistics2:facade:0, 线缆伪装板 - 酸橙树木板
appliedenergistics2:facade:0, 线缆伪装板 - 栗树木板
appliedenergistics2:facade:0, 线缆伪装板 - 崖豆树木板
appliedenergistics2:facade:0, 线缆伪装板 - 猴面包树木板
appliedenergistics2:facade:0, 线缆伪装板 - 红杉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 木棉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 乌檀树木板
appliedenergistics2:facade:0, 线缆伪装板 - 桃心树木板
appliedenergistics2:facade:0, 线缆伪装板 - 巴尔杉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 柳树木板
appliedenergistics2:facade:0, 线缆伪装板 - 胡桃树木板
appliedenergistics2:facade:0, 线缆伪装板 - 绿樟树木板
appliedenergistics2:facade:0, 线缆伪装板 - 樱树木板
appliedenergistics2:facade:0, 线缆伪装板 - 高槿树木板
appliedenergistics2:facade:0, 线缆伪装板 - 白杨树木板
appliedenergistics2:facade:0, 线缆伪装板 - 棕榈树木板
appliedenergistics2:facade:0, 线缆伪装板 - 木瓜树木板
appliedenergistics2:facade:0, 线缆伪装板 - 松树木板
appliedenergistics2:facade:0, 线缆伪装板 - 李子树木板
appliedenergistics2:facade:0, 线缆伪装板 - 枫树木板
appliedenergistics2:facade:0, 线缆伪装板 - 柑橘树木板
appliedenergistics2:facade:0, 线缆伪装板 - 巨杉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 重蚁树木板
appliedenergistics2:facade:0, 线缆伪装板 - 紫檀树木板
appliedenergistics2:facade:0, 线缆伪装板 - 黄檀树木板
appliedenergistics2:facade:0, 线缆伪装板 - 斑木树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃落叶树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃柚树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃金合欢树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃酸橙树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃栗树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃崖豆树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃猴面包树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃红杉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃木棉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃乌檀树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃桃心树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃巴尔杉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃柳树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃胡桃树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃绿樟树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃樱树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃高槿树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃白杨树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃棕榈树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃木瓜树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃松树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃李子树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃枫树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃柑橘树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃巨杉树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃重蚁树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃紫檀树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃黄檀树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃斑木树木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃云杉木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃白桦木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃丛林木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃金合欢木板
appliedenergistics2:facade:0, 线缆伪装板 - 抗燃深色橡木木板
appliedenergistics2:facade:0, 线缆伪装板 - 苹果橡树叶
appliedenergistics2:facade:0, 线缆伪装板 - 黑橡树叶
appliedenergistics2:facade:0, 线缆伪装板 - 银桦树叶
appliedenergistics2:facade:0, 线缆伪装板 - 银橙树叶
appliedenergistics2:facade:0, 线缆伪装板 - 胡桃树叶
appliedenergistics2:facade:0, 线缆伪装板 - 甜栗树叶
appliedenergistics2:facade:0, 线缆伪装板 - 山丘樱树叶
appliedenergistics2:facade:0, 线缆伪装板 - 柠檬树叶
appliedenergistics2:facade:0, 线缆伪装板 - 李子树叶
appliedenergistics2:facade:0, 线缆伪装板 - 糖枫树叶
appliedenergistics2:facade:0, 线缆伪装板 - 红果云杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 落叶松树叶
appliedenergistics2:facade:0, 线缆伪装板 - 西黄松树叶
appliedenergistics2:facade:0, 线缆伪装板 - 海岸红杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 巨杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 丛林树叶
appliedenergistics2:facade:0, 线缆伪装板 - 柚树叶
appliedenergistics2:facade:0, 线缆伪装板 - 重蚁树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 木棉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 乌檀树叶
appliedenergistics2:facade:0, 线缆伪装板 - 斑木树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 黄桉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 金合欢树叶
appliedenergistics2:facade:0, 线缆伪装板 - 沙漠刺槐树叶
appliedenergistics2:facade:0, 线缆伪装板 - 紫檀树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 巴尔杉树叶
appliedenergistics2:facade:0, 线缆伪装板 - 黄檀树树叶
appliedenergistics2:facade:0, 线缆伪装板 - 崖豆树叶
appliedenergistics2:facade:0, 线缆伪装板 - 猴面包树叶
appliedenergistics2:facade:0, 线缆伪装板 - 高槿树叶
appliedenergistics2:facade:0, 线缆伪装板 - 银柳树叶
appliedenergistics2:facade:0, 线缆伪装板 - 绿心樟树叶
appliedenergistics2:facade:0, 线缆伪装板 - 木瓜树叶
appliedenergistics2:facade:0, 线缆伪装板 - 椰枣树叶
appliedenergistics2:facade:0, 线缆伪装板 - 白杨树叶
appliedenergistics2:facade:0, 线缆伪装板 - 玄武岩块
appliedenergistics2:facade:0, 线缆伪装板 - 泰伯利亚矿石
appliedenergistics2:facade:0, 线缆伪装板 - 极光金属矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钷矿石
appliedenergistics2:facade:0, 线缆伪装板 - 杜兰特矿石
appliedenergistics2:facade:0, 线缆伪装板 - 瓦雷利亚矿石
appliedenergistics2:facade:0, 线缆伪装板 - 振金矿石
appliedenergistics2:facade:0, 线缆伪装板 - 绯红铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 欧维姆矿石
appliedenergistics2:facade:0, 线缆伪装板 - 若氏铁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 钯矿石
appliedenergistics2:facade:0, 线缆伪装板 - 乌鲁矿石
appliedenergistics2:facade:0, 线缆伪装板 - 熔晶矿石
appliedenergistics2:facade:0, 线缆伪装板 - 零素矿石
appliedenergistics2:facade:0, 线缆伪装板 - 深渊金属矿石
appliedenergistics2:facade:0, 线缆伪装板 - 泰伯利亚块
appliedenergistics2:facade:0, 线缆伪装板 - 极光金属块
appliedenergistics2:facade:0, 线缆伪装板 - 钷块
appliedenergistics2:facade:0, 线缆伪装板 - 杜兰特块
appliedenergistics2:facade:0, 线缆伪装板 - 瓦雷利亚块
appliedenergistics2:facade:0, 线缆伪装板 - 振金块
appliedenergistics2:facade:0, 线缆伪装板 - 绯红铁块
appliedenergistics2:facade:0, 线缆伪装板 - 欧维姆块
appliedenergistics2:facade:0, 线缆伪装板 - 若氏铁块
appliedenergistics2:facade:0, 线缆伪装板 - 钯块
appliedenergistics2:facade:0, 线缆伪装板 - 乌鲁块
appliedenergistics2:facade:0, 线缆伪装板 - 熔晶块
appliedenergistics2:facade:0, 线缆伪装板 - 深渊金属块
appliedenergistics2:facade:0, 线缆伪装板 - 零素块
appliedenergistics2:facade:0, 线缆伪装板 - 地母块
appliedenergistics2:facade:0, 线缆伪装板 - 泰伯利安块
appliedenergistics2:facade:0, 线缆伪装板 - 碎金块
appliedenergistics2:facade:0, 线缆伪装板 - 瑟蓝块
appliedenergistics2:facade:0, 线缆伪装板 - 普罗克希块
appliedenergistics2:facade:0, 线缆伪装板 - 漩金块
appliedenergistics2:facade:0, 线缆伪装板 - 焰晶块
appliedenergistics2:facade:0, 线缆伪装板 - 帝金块
appliedenergistics2:facade:0, 线缆伪装板 - 阳光合金块
appliedenergistics2:facade:0, 线缆伪装板 - 虚金块
appliedenergistics2:facade:0, 线缆伪装板 - 铿金块
appliedenergistics2:facade:0, 线缆伪装板 - 烈金块
appliedenergistics2:facade:0, 线缆伪装板 - 辐光合金块
appliedenergistics2:facade:0, 线缆伪装板 - 流光合金块
appliedenergistics2:facade:0, 线缆伪装板 - 地动合金块
appliedenergistics2:facade:0, 线缆伪装板 - 曜金块
appliedenergistics2:facade:0, 线缆伪装板 - 铌块
appliedenergistics2:facade:0, 线缆伪装板 - 原金块
appliedenergistics2:facade:0, 线缆伪装板 - 离金块
appliedenergistics2:facade:0, 线缆伪装板 - 陨铁圆石块
appliedenergistics2:facade:0, 线缆伪装板 - 黑陨铁圆石块
appliedenergistics2:facade:0, 线缆伪装板 - 陨铁块
appliedenergistics2:facade:0, 线缆伪装板 - 黑陨铁块
appliedenergistics2:facade:0, 线缆伪装板 - 双锂矿石
appliedenergistics2:facade:0, 线缆伪装板 - 双锂块
appliedenergistics2:facade:0, 线缆伪装板 - 压缩工作台
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩工作台
appliedenergistics2:facade:0, 线缆伪装板 - 中子素块
appliedenergistics2:facade:0, 线缆伪装板 - 无尽块
appliedenergistics2:facade:0, 线缆伪装板 - 水晶矩阵
appliedenergistics2:facade:0, 线缆伪装板 - 耐酸铝块
appliedenergistics2:facade:0, 线缆伪装板 - 殷钢块
appliedenergistics2:facade:0, 线缆伪装板 - 锇荧黑曜合金块
appliedenergistics2:facade:0, 线缆伪装板 - 铱锇合金块
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 充能赛特斯石英矿石
appliedenergistics2:facade:0, 线缆伪装板 - 赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 竖纹赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 錾制赛特斯石英块
appliedenergistics2:facade:0, 线缆伪装板 - 石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 聚能石英玻璃
appliedenergistics2:facade:0, 线缆伪装板 - 福鲁伊克斯块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石
appliedenergistics2:facade:0, 线缆伪装板 - 陨石块
appliedenergistics2:facade:0, 线缆伪装板 - 陨石石砖
appliedenergistics2:facade:0, 线缆伪装板 - 陨石砖块
appliedenergistics2:facade:0, 线缆伪装板 - 磁钢块
appliedenergistics2:facade:0, 线缆伪装板 - 基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 二重压缩基岩粉块
appliedenergistics2:facade:0, 线缆伪装板 - 强化黑曜石
appliedenergistics2:facade:0, 线缆伪装板 - 机器框架（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 空白灵魂机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器顶面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全侧面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 灵魂机器全背面（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 红色机器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 破损的刷怪箱（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 透明方块（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 合金炉（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 物品缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 能量缓存器（装饰方块）
appliedenergistics2:facade:0, 线缆伪装板 - 多功能缓存器（装饰方块）
